"","Education","Marital_Status","Income","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","Kids","Relationship","Family_Size","Family_size","Age","Days_is_client","MntTotal","NumAllPurchases","AverageCheck","ShareDealsPurchases","TotalAcceptedCmp","ActiveDays"
"166","PhD","Married",120000,98,20,2,1582,1,2,1,15,0,22,0,0,"False","False","False","False","False","False","False",1,1,0,3,51,735495,1608,22,73.1,68.2,0,735397
"167","Graduation","Together",43482,83,18,1,32,6,3,28,3,2,0,4,6,"False","False","False","False","False","False","False",3,1,0,5,58,730867,88,6,14.7,50,0,730784
"168","Graduation","Divorced",62551,27,125,16,98,134,21,27,1,6,7,4,3,"True","False","False","False","False","False","False",0,0,0,1,71,729041,421,17,24.8,5.9,1,729014
"169","Graduation","Divorced",52332,63,212,5,33,7,0,2,1,3,2,6,4,"False","True","False","False","False","False","False",0,0,0,1,65,725480,259,11,23.5,9.1,1,725417
"170","Graduation","Single",66951,46,277,162,305,173,76,124,1,3,4,7,1,"False","False","False","False","False","False","False",0,0,0,1,36,734885,1117,14,79.8,7.1,0,734839
"171","Graduation","Together",26091,84,15,10,19,8,17,20,3,2,1,3,5,"False","False","False","False","False","False","False",2,1,0,4,67,726757,89,6,14.8,50,0,726673
"172","Graduation","Together",33456,58,7,3,10,8,1,7,2,1,0,3,7,"False","False","False","False","False","False","False",2,1,0,4,59,728159,36,4,9,50,0,728101
"173","Graduation","Married",28718,78,12,4,6,11,8,16,2,2,0,3,8,"False","False","False","False","False","False","False",1,1,0,3,42,730990,57,5,11.4,40,0,730912
"174","Graduation","Married",50447,4,85,7,24,2,3,27,1,3,1,3,6,"False","False","False","False","False","False","False",2,1,0,4,54,728159,148,7,21.1,14.3,0,728155
"175","PhD","Together",53537,17,81,0,6,0,0,6,2,2,1,3,5,"False","False","False","False","False","False","False",2,1,0,4,65,724962,93,6,15.5,33.3,0,724945
"176","Graduation","Single",52074,77,59,0,12,0,0,48,1,2,2,2,4,"True","False","False","False","False","False","False",1,0,0,2,57,734368,119,6,19.8,16.7,1,734291
"177","PhD","Married",80427,56,1149,71,449,69,71,26,1,11,8,8,5,"False","False","False","False","False","False","False",1,1,0,3,49,731293,1835,27,68,3.7,0,731237
"178","PhD","Married",83837,79,847,66,119,86,89,111,1,9,10,5,4,"False","True","False","True","False","False","True",0,1,0,2,76,729741,1318,24,54.9,4.2,3,729662
"179","PhD","Married",38853,90,29,0,14,0,0,2,2,2,0,3,7,"False","False","False","False","False","False","False",2,1,0,4,54,727399,45,5,9,40,0,727309
"180","Graduation","Together",38285,96,2,0,5,2,0,1,1,0,0,3,2,"False","False","False","False","False","False","False",3,1,0,5,65,727002,10,3,3.3,33.3,0,726906
"181","2n Cycle","Married",78497,44,207,26,447,75,0,223,1,5,7,12,2,"False","False","False","True","False","False","False",0,1,0,2,73,735220,978,24,40.8,4.2,1,735176
"182","PhD","Married",51650,81,152,3,22,2,5,7,1,4,1,4,5,"False","False","False","False","False","False","False",1,1,0,3,48,731782,191,9,21.2,11.1,0,731701
"183","2n Cycle","Married",16248,77,12,11,10,3,12,9,3,2,1,3,6,"False","False","False","False","False","False","False",1,1,0,3,36,732147,57,6,9.5,50,0,732070
"184","Master","Married",66835,21,620,26,195,34,17,141,1,6,4,13,2,"False","False","False","False","False","False","False",0,1,0,2,78,725449,1033,23,44.9,4.3,0,725428
"185","Master","Married",30477,16,47,1,6,0,0,12,1,1,1,3,6,"False","False","False","False","False","False","False",1,1,0,3,40,727884,66,5,13.2,20,0,727868
"186","Basic","Married",28249,80,1,9,7,2,14,10,1,2,0,3,6,"False","False","False","False","False","False","False",0,1,0,2,63,730290,43,5,8.6,20,0,730210
"187","Graduation","Married",25271,45,10,1,18,10,4,7,1,1,1,2,9,"False","False","False","False","False","False","False",1,1,0,3,41,733759,50,4,12.5,25,0,733714
"188","PhD","Single",32303,63,35,0,2,0,0,2,2,1,0,4,5,"False","False","False","False","False","False","False",1,0,0,2,54,732938,39,5,7.8,40,0,732875
"189","Graduation","Married",61286,34,356,0,107,19,9,117,2,7,1,8,5,"False","False","False","False","False","False","False",1,1,0,3,58,734977,608,16,38,12.5,0,734943
"190","Graduation","Married",74068,14,783,30,537,140,76,15,1,4,10,9,2,"False","False","False","False","False","False","False",0,1,0,2,48,728921,1581,23,68.7,4.3,0,728907
"191","PhD","Married",45759,13,42,1,18,3,0,4,2,2,0,3,7,"False","False","False","False","False","False","False",2,1,0,4,60,727488,68,5,13.6,40,0,727475
"192","Basic","Together",24882,52,1,4,10,29,0,36,1,1,1,2,6,"True","False","False","False","False","False","False",1,1,0,3,46,732389,80,4,20,25,1,732337
"193","PhD","Together",66973,98,466,22,432,147,113,102,1,8,7,12,3,"False","False","False","False","False","False","False",0,1,0,2,35,729590,1282,27,47.5,3.7,0,729492
"194","2n Cycle","Divorced",36640,99,15,6,8,7,4,25,1,2,1,2,5,"False","False","False","False","False","True","False",1,0,0,2,124,726180,65,5,13,20,0,726081
"195","Graduation","Married",38872,93,23,3,21,3,19,22,2,3,0,3,8,"False","False","False","False","False","False","False",1,1,0,3,36,724842,91,6,15.2,33.3,0,724749
"196","Graduation","Married",51148,38,235,6,45,8,9,12,4,5,1,6,6,"False","False","False","False","False","False","False",2,1,0,4,51,729314,315,12,26.2,33.3,0,729276
"197","Graduation","Married",31353,24,10,0,10,3,1,7,2,1,1,2,8,"False","False","False","False","False","False","False",2,1,0,4,47,724993,31,4,7.8,50,0,724969
"198","Master","Married",69661,80,656,16,106,32,16,8,1,7,3,12,3,"False","False","False","False","False","False","False",0,1,0,2,44,731051,834,22,37.9,4.5,0,730971
"199","Graduation","Married",80067,82,519,17,813,27,173,51,1,4,6,6,2,"False","False","True","False","False","False","False",0,1,0,2,70,728737,1600,16,100,6.2,1,728655
"200","Graduation","Married",86718,20,344,189,482,50,33,172,1,5,6,5,2,"False","False","False","False","False","False","False",0,1,0,2,70,729710,1270,16,79.4,6.2,0,729690
"201","PhD","Single",46854,81,96,1,79,7,1,79,6,5,1,3,8,"True","False","False","False","False","False","True",2,0,0,3,51,724538,263,9,29.2,66.7,2,724457
"202","Graduation","Divorced",69142,50,448,4,34,6,4,39,3,8,1,7,5,"False","True","False","False","False","False","False",1,0,0,2,72,725176,535,16,33.4,18.8,1,725126
"203","Graduation","Single",75922,60,265,138,553,224,23,92,1,4,4,9,1,"False","False","False","False","False","False","False",0,0,0,1,56,732298,1295,17,76.2,5.9,0,732238
"204","Graduation","Divorced",63693,63,587,43,337,42,87,54,3,11,6,9,6,"False","False","False","False","False","False","False",1,0,0,2,46,730533,1150,26,44.2,11.5,0,730470
"205","PhD","Together",102160,54,763,29,138,76,176,58,0,7,9,10,4,"False","True","True","True","False","False","True",0,1,0,2,47,734885,1240,26,47.7,0,4,734831
"206","PhD","Single",40637,72,22,0,13,0,0,3,2,1,0,3,7,"False","False","False","False","False","False","False",2,0,0,3,59,729529,38,4,9.5,50,0,729457
"207","Master","Single",18890,5,6,4,1,7,2,15,1,0,1,2,6,"True","False","False","False","False","False","True",0,0,0,1,40,731963,35,3,11.7,33.3,2,731958
"208","Graduation","Together",29604,88,7,6,13,7,6,14,1,1,0,3,9,"True","False","False","False","False","False","False",1,1,0,3,36,732663,53,4,13.2,25,1,732575
"209","Master","Divorced",48721,50,81,18,113,47,13,21,6,4,2,5,6,"False","False","False","False","False","False","False",2,0,0,3,61,731051,293,11,26.6,54.5,0,731001
"210","Graduation","Married",44794,99,54,0,7,0,0,4,1,2,0,3,6,"False","False","False","False","False","False","False",1,1,0,3,58,732846,65,5,13,20,0,732747
"211","Graduation","Divorced",64497,17,1170,48,320,42,32,192,5,11,4,9,8,"True","False","False","False","False","False","True",1,0,0,2,70,732024,1804,24,75.2,20.8,2,732007
"212","Graduation","Together",46097,11,72,24,68,65,4,8,5,3,1,6,4,"False","False","False","False","False","False","False",1,1,0,3,68,724538,241,10,24.1,50,0,724527
"213","Graduation","Together",77972,18,613,22,319,33,102,12,1,4,6,9,1,"False","False","False","False","False","False","False",0,1,0,2,70,729286,1101,19,57.9,5.3,0,729268
"214","PhD","Married",44377,70,224,0,30,0,0,10,8,5,1,5,8,"False","False","False","False","False","False","False",2,1,0,4,56,733820,264,11,24,72.7,0,733750
"215","Master","Together",46014,21,410,0,59,19,9,44,10,7,1,8,7,"False","False","False","False","False","False","False",2,1,0,4,50,728249,541,16,33.8,62.5,0,728228
"216","Graduation","Married",70951,66,239,10,554,254,87,54,1,3,4,9,1,"False","False","False","False","False","False","False",0,1,0,2,39,734338,1198,16,74.9,6.2,0,734272
"217","Graduation","Married",41443,79,171,7,171,25,19,89,6,8,1,5,8,"False","False","False","False","False","False","False",1,1,0,3,47,735464,482,14,34.4,42.9,0,735385
"218","2n Cycle","Single",52195,2,12,0,4,0,0,1,1,1,0,2,8,"False","False","False","False","False","False","False",3,0,0,4,46,731416,17,3,5.7,33.3,0,731414
"219","Master","Married",83790,81,1076,16,417,42,48,16,1,8,10,6,3,"False","True","True","False","False","False","False",0,1,0,2,76,730137,1615,24,67.3,4.2,2,730056
"220","Master","Widow",44551,24,182,4,33,0,0,66,2,4,1,5,7,"False","False","False","False","False","False","False",1,0,0,2,70,724385,285,10,28.5,20,0,724361
"221","Graduation","Together",69508,48,824,32,162,42,32,43,2,11,4,11,6,"False","False","False","False","False","False","False",1,1,0,3,44,730502,1135,26,43.7,7.7,0,730454
"222","2n Cycle","Together",45204,93,30,11,25,29,1,18,1,1,1,4,3,"False","False","False","False","False","False","False",1,1,0,3,36,731812,114,6,19,16.7,0,731719
"223","Graduation","Married",72460,56,377,10,540,80,30,10,1,3,5,7,1,"False","False","False","False","False","False","False",0,1,0,2,55,730502,1047,15,69.8,6.7,0,730446
"224","PhD","Together",77622,3,520,7,154,19,0,14,2,6,3,11,3,"False","False","False","False","False","False","False",2,1,0,4,54,730716,714,20,35.7,10,0,730713
"225","PhD","Married",30732,44,155,1,25,0,1,3,4,4,1,4,8,"False","False","False","False","False","False","False",1,1,0,3,44,734093,185,9,20.6,44.4,0,734049
"226","Graduation","Divorced",63887,38,897,23,207,15,11,92,5,9,6,12,6,"False","False","False","False","False","False","False",1,0,0,2,62,732754,1245,27,46.1,18.5,0,732716
"227","Graduation","Together",42011,46,131,0,16,2,1,39,4,3,1,4,8,"False","False","False","False","False","False","False",1,1,0,3,46,726364,189,8,23.6,50,0,726318
"228","Graduation","Together",51369,84,297,7,79,0,11,182,2,8,2,4,8,"False","False","False","False","False","False","False",1,1,0,3,48,726515,576,14,41.1,14.3,0,726431
"229","Graduation","Divorced",51537,27,787,20,204,0,0,92,3,2,2,11,8,"False","False","False","False","False","False","False",1,0,0,2,72,732298,1103,15,73.5,20,0,732271
"230","PhD","Married",79930,72,792,86,740,67,51,17,1,3,5,8,2,"False","False","False","False","False","False","False",0,1,0,2,52,732785,1753,16,109.6,6.2,0,732713
"231","PhD","Together",34320,66,4,1,9,3,0,0,1,1,0,2,8,"False","False","False","False","False","False","False",1,1,0,3,38,730045,17,3,5.7,33.3,0,729979
"232","Graduation","Single",37070,30,231,7,137,4,15,39,9,5,1,8,7,"False","False","False","False","False","False","True",2,0,0,3,58,728555,433,14,30.9,64.3,1,728525
"233","2n Cycle","Divorced",81975,2,983,76,184,180,138,27,1,6,3,4,7,"False","False","True","False","False","False","False",1,0,0,2,62,734093,1588,13,122.2,7.7,1,734091
"234","Graduation","Together",38590,65,3,1,8,4,3,3,1,1,0,2,8,"False","False","False","False","False","False","False",1,1,0,3,53,730321,22,3,7.3,33.3,0,730256
"235","Graduation","Single",15033,37,0,4,5,6,0,4,1,1,0,3,3,"False","False","False","False","False","False","False",0,0,0,1,73,729985,19,4,4.8,25,0,729948
"236","PhD","Married",62745,89,562,21,464,28,10,32,3,7,8,11,5,"False","False","False","False","False","False","False",1,1,0,3,59,727460,1117,26,43,11.5,0,727371
"237","2n Cycle","Married",22212,49,5,9,20,6,8,21,2,2,0,4,6,"False","False","False","False","False","False","False",1,1,0,3,49,732298,69,6,11.5,33.3,0,732249
"238","Master","Together",23661,46,18,0,4,0,0,1,1,1,0,3,7,"False","False","False","False","False","False","False",1,1,0,3,42,734124,23,4,5.8,25,0,734078
"239","PhD","Single",79761,32,415,5,124,15,35,11,1,5,2,11,3,"False","False","False","False","False","False","False",1,0,0,2,66,734185,605,18,33.6,5.6,0,734153
"240","Graduation","Single",7500,54,5,3,10,12,7,20,4,3,1,3,7,"False","False","False","False","False","False","False",1,0,0,2,51,726089,57,7,8.1,57.1,0,726035
"241","2n Cycle","Single",60182,23,8,0,5,7,0,2,1,1,0,2,4,"False","False","False","False","False","False","False",1,0,0,2,131,729590,22,3,7.3,33.3,0,729567
"242","Graduation","Widow",73455,98,901,61,757,186,163,20,1,6,5,10,3,"False","True","False","False","False","False","False",0,0,0,1,56,725419,2088,21,99.4,4.8,1,725321
"243","Graduation","Together",64961,97,382,114,276,75,124,38,2,6,4,4,3,"False","False","False","False","False","False","False",1,1,0,3,66,727185,1009,14,72.1,14.3,0,727088
"244","Graduation","Single",22804,75,14,1,7,2,1,1,1,2,0,2,9,"False","False","False","False","False","False","False",1,0,0,2,53,724416,26,4,6.5,25,0,724341
"245","Graduation","Married",73687,8,559,153,503,218,13,181,1,3,9,9,2,"False","False","False","True","False","False","True",0,1,0,2,34,725388,1627,21,77.5,4.8,2,725380
"246","Graduation","Married",61074,37,789,0,133,0,28,152,7,11,5,8,7,"False","False","False","False","False","False","False",1,1,0,3,66,729498,1102,24,45.9,29.2,0,729461
"247","PhD","Married",31686,31,11,0,5,0,0,1,2,1,0,3,6,"False","False","False","False","False","False","False",2,1,0,4,60,733942,17,4,4.2,50,0,733911
"248","Graduation","Married",80134,40,1218,16,272,104,0,80,2,5,3,6,6,"False","True","True","True","False","False","True",1,1,0,3,52,728494,1690,14,120.7,14.3,4,728454
"249","Graduation","Married",75027,74,925,64,179,133,12,77,2,9,4,6,5,"False","False","False","False","False","False","False",1,1,0,3,71,732632,1390,19,73.2,10.5,0,732558
"250","PhD","Married",67546,90,864,134,768,150,38,172,1,4,10,5,3,"False","False","False","False","False","False","False",0,1,0,2,36,724385,2126,19,111.9,5.3,0,724295
"251","Master","Together",65176,57,960,28,183,220,70,70,4,9,6,6,6,"False","False","False","False","False","False","False",1,1,0,3,55,725054,1531,21,72.9,19,0,724997
"252","Master","Single",31160,59,16,3,25,6,1,13,2,2,0,3,8,"False","False","False","False","False","False","False",1,0,0,2,49,729832,64,5,12.8,40,0,729773
"253","Graduation","Single",29938,52,3,3,7,0,2,11,2,1,0,3,6,"False","False","False","False","False","False","False",1,0,0,2,39,725785,26,4,6.5,50,0,725733
"254","Graduation","Divorced",102692,5,168,148,444,32,172,148,1,6,9,13,2,"False","True","True","True","True","False","True",0,0,0,1,50,734003,1112,28,39.7,3.6,5,733998
"255","2n Cycle","Together",26490,92,45,47,52,21,20,25,2,3,1,5,6,"False","False","False","False","False","False","False",0,1,0,2,66,727641,210,9,23.3,22.2,0,727549
"256","Graduation","Together",75702,77,650,28,353,45,42,30,5,4,6,11,8,"False","False","False","False","False","False","False",2,1,0,4,57,725115,1148,21,54.7,23.8,0,725038
"257","PhD","Single",30899,35,24,0,8,0,0,1,2,1,0,3,6,"False","False","False","False","False","False","False",1,0,0,2,50,730898,33,4,8.2,50,0,730863
"258","PhD","Together",63342,48,918,21,118,13,10,21,3,8,3,5,6,"False","True","False","False","False","False","False",1,1,0,3,63,729802,1101,16,68.8,18.8,1,729754
"259","Graduation","Single",45989,97,138,33,87,28,24,12,4,3,2,7,3,"False","False","False","False","False","False","False",1,0,0,2,60,727611,322,12,26.8,33.3,0,727514
"260","Graduation","Single",18701,95,12,4,2,10,6,10,4,2,0,4,5,"False","False","False","False","False","False","False",2,0,0,3,60,734307,44,6,7.3,66.7,0,734212
"261","PhD","Single",40737,24,11,0,4,0,0,2,1,1,0,2,8,"False","False","False","False","False","False","False",3,0,0,4,67,732663,17,3,5.7,33.3,0,732639
"262","Graduation","Divorced",15287,60,1,2,8,4,3,13,2,1,1,2,7,"True","False","False","False","False","False","True",1,0,0,2,45,731994,31,4,7.8,50,2,731934
"263","PhD","Divorced",69674,46,554,41,215,11,0,24,3,10,2,10,5,"False","False","False","False","False","False","False",2,0,0,3,56,727764,845,22,38.4,13.6,0,727718
"264","Master","Married",44159,85,167,2,62,24,13,7,4,4,1,6,5,"False","False","False","False","False","False","False",1,1,0,3,54,729559,275,11,25,36.4,0,729474
"265","PhD","Married",37717,31,9,0,6,4,1,5,1,1,0,2,9,"False","False","False","False","False","False","False",1,1,0,3,46,727215,25,3,8.3,33.3,0,727184
"266","Master","Together",43776,9,177,2,71,3,2,20,6,5,2,4,8,"False","False","False","False","False","False","True",2,1,0,4,72,734793,275,11,25,54.5,1,734784
"267","Master","Married",38179,30,38,4,22,4,2,20,4,3,1,3,7,"False","False","False","False","False","False","False",2,1,0,4,58,730747,90,7,12.9,57.1,0,730717
"268","Graduation","Married",80124,47,483,84,398,205,84,241,1,3,7,8,1,"True","False","False","False","False","False","False",0,1,0,2,61,726272,1495,18,83.1,5.6,1,726225
"269","PhD","Married",38097,70,77,2,35,0,1,69,4,3,2,2,7,"True","False","False","False","False","False","True",2,1,0,4,54,730168,184,7,26.3,57.1,2,730098
"270","Graduation","Married",72940,13,182,74,298,162,149,116,1,3,3,6,1,"False","False","False","False","False","False","False",0,1,0,2,54,728829,981,12,81.8,8.3,0,728816
"271","Graduation","Together",22070,11,10,7,19,8,2,21,2,2,2,2,6,"False","False","False","False","False","False","False",1,1,0,3,54,734185,67,6,11.2,33.3,0,734174
"272","Graduation","Single",69267,31,778,44,499,95,73,146,2,3,4,5,7,"False","False","False","False","False","False","True",0,0,0,1,71,727641,1635,12,136.2,16.7,1,727610
"273","Master","Single",31788,15,16,7,23,0,8,6,3,3,0,4,5,"False","False","False","False","False","True","False",1,0,0,2,41,728555,60,7,8.6,42.9,0,728540
"274","PhD","Together",61905,2,167,0,43,6,2,13,2,4,2,4,5,"False","False","False","False","False","False","False",1,1,0,3,49,734428,231,10,23.1,20,0,734426
"275","Graduation","Married",29315,55,13,2,14,8,7,4,4,2,0,4,6,"False","False","False","False","False","False","False",2,1,0,4,64,733638,48,6,8,66.7,0,733583
"276","Graduation","Divorced",33378,38,33,6,40,3,7,10,3,2,0,4,7,"False","False","False","False","False","False","False",2,0,0,3,61,733697,99,6,16.5,50,0,733659
"277","PhD","Together",66313,86,625,7,99,10,22,7,2,6,3,12,4,"False","False","False","False","False","False","False",1,1,0,3,61,729832,770,21,36.7,9.5,0,729746
"278","Graduation","Single",60714,56,216,162,224,101,92,162,2,7,4,10,5,"False","False","False","False","False","False","True",0,0,0,1,68,729710,957,21,45.6,9.5,1,729654
"279","Master","Together",77882,29,68,129,396,188,22,15,1,3,3,5,1,"False","False","False","False","False","False","False",0,1,0,2,43,724872,818,11,74.4,9.1,0,724843
